key_id,Title,Relevance Score,Reasoning,Methods,Technologies,Automated Manufacturing Level,Negatives Found,Include/Exclude,Your Notes,EID,Year
2024_large-scale_dynamic_scheduling_for_flexible_job-shop_with_random_arrivals_of_new_jobs_by_hierarchical_reinforcement_learning,Large-Scale Dynamic Scheduling for Flexible Job-Shop with Random Arrivals of New Jobs by Hierarchical Reinforcement Learning,++,Core tech (8) + manufacturing (7) + strong decision or scheduling/simulation/robotics signal,"gnn, graph neural network, markov decision process, mdp, multilayer perceptron, optimization, reinforcement learning","deep learning, neural network, reinforcement learning",Factory,None,,ex. reason for inclusion/exclusion,2-s2.0-85159843114,2024
2024_design_and_optimization_of_smt_reflow_soldering_curves_driven_by_digital_twins,Design and Optimization of SMT Reflow Soldering Curves Driven by Digital Twins,++,Core tech (4) + manufacturing (2) + strong decision or scheduling/simulation/robotics signal,optimization,digital twin,Unclassified,None,,ex. reason for inclusion/exclusion,2-s2.0-105010304387,2024
"2024_transforming_supply_chain_management_with_aritifical_intellgience,_machine_learning,_deep_learning,_quantum_computing,_and_cloud_computing:_innovation_for_boosting_efficiency_and_reinforcing_resiliecne_in_australian_indsutry_5.0","TRANSFORMING SUPPLY CHAIN MANAGEMENT WITH ARITIFICAL INTELLGIENCE, MACHINE LEARNING, DEEP LEARNING, QUANTUM COMPUTING, AND CLOUD COMPUTING: INNOVATION FOR BOOSTING EFFICIENCY AND REINFORCING RESILIECNE IN AUSTRALIAN INDSUTRY 5.0",++,Core tech (6) + manufacturing (1) + strong decision or scheduling/simulation/robotics signal,boosting,"data driven, deep learning, machine learning",Unclassified,Managerial/business/policy focus,,ex. reason for inclusion/exclusion,2-s2.0-105003200379,2024
2023_dynamic_scheduling_for_flexible_job_shop_with_insufficient_transportation_resources_via_graph_neural_network_and_deep_reinforcement_learning,Dynamic scheduling for flexible job shop with insufficient transportation resources via graph neural network and deep reinforcement learning,++,Core tech (14) + manufacturing (7) + strong decision or scheduling/simulation/robotics signal,"gnn, graph neural network, reinforcement learning","agv, agvs, deep learning, neural network, reinforcement learning",Factory,None,,ex. reason for inclusion/exclusion,2-s2.0-85176597102,2023
2023_a_cooperative_hierarchical_deep_reinforcement_learning_based_multi-agent_method_for_distributed_job_shop_scheduling_problem_with_random_job_arrivals,A cooperative hierarchical deep reinforcement learning based multi-agent method for distributed job shop scheduling problem with random job arrivals,++,Core tech (6) + manufacturing (10) + strong decision or scheduling/simulation/robotics signal,"deep q-network, dqn, mdp, reinforcement learning","deep learning, reinforcement learning",Factory,None,,ex. reason for inclusion/exclusion,2-s2.0-85173274746,2023
2023_multi-objective_green_scheduling_of_integrated_flexible_job_shop_and_automated_guided_vehicles,Multi-objective green scheduling of integrated flexible job shop and automated guided vehicles,++,Core tech (5) + manufacturing (8) + strong decision or scheduling/simulation/robotics signal,,agvs,Factory,None,,ex. reason for inclusion/exclusion,2-s2.0-85166920185,2023
2023_a_deep_multi-agent_reinforcement_learning_approach_to_solve_dynamic_job_shop_scheduling_problem,A deep multi-agent reinforcement learning approach to solve dynamic job shop scheduling problem,++,Core tech (12) + manufacturing (11) + strong decision or scheduling/simulation/robotics signal,"deep q-network, multi-agent reinforcement learning, reinforcement learning, simulation","data-driven, deep learning, reinforcement learning",Factory,None,,ex. reason for inclusion/exclusion,2-s2.0-85163036561,2023
2023_addressing_distributional_shifts_in_operations_management:_the_case_of_order_fulfillment_in_customized_production,Addressing distributional shifts in operations management: The case of order fulfillment in customized production,++,Core tech (3) + manufacturing (3) + strong decision or scheduling/simulation/robotics signal,,"data-driven, machine learning",Factory,Managerial/business/policy focus,,ex. reason for inclusion/exclusion,2-s2.0-85164138029,2023
2023_data-driven_product_optimization_capabilities_to_enhance_sustainability_and_environmental_compliance_in_a_marine_manufacturing_context,Data-driven product optimization capabilities to enhance sustainability and environmental compliance in a marine manufacturing context,++,Core tech (2) + manufacturing (5) + strong decision or scheduling/simulation/robotics signal,optimization,"data driven, data-driven",Unclassified,Managerial/business/policy focus,,ex. reason for inclusion/exclusion,2-s2.0-85177568785,2023
2023_optimization_experiment_of_production_processes_using_a_dynamic_decision_support_method:_a_solution_to_complex_problems_in_industrial_manufacturing_for_small_and_medium-sized_enterprises,Optimization Experiment of Production Processes Using a Dynamic Decision Support Method: A Solution to Complex Problems in Industrial Manufacturing for Small and Medium-Sized Enterprises,++,Core tech (3) + manufacturing (6) + strong decision or scheduling/simulation/robotics signal,optimization,"internet of things, iot",Unclassified,None,,ex. reason for inclusion/exclusion,2-s2.0-85159204910,2023
2023_collaborative_contracting_for_manufacturing-as-a-service_(maas)_by_information_content_measurement_and_decision_tree_learning,Collaborative contracting for Manufacturing-as-a-Service (MaaS) by information content measurement and decision tree learning,++,Core tech (2) + manufacturing (7) + strong decision or scheduling/simulation/robotics signal,decision tree,analytics,Unclassified,None,,ex. reason for inclusion/exclusion,2-s2.0-85149383898,2023
2023_flexible_job-shop_scheduling_via_graph_neural_network_and_deep_reinforcement_learning,Flexible Job-Shop Scheduling via Graph Neural Network and Deep Reinforcement Learning,++,Core tech (8) + manufacturing (2) + strong decision or scheduling/simulation/robotics signal,"gnn, graph neural network, reinforcement learning","deep learning, neural network, reinforcement learning",Factory,None,,ex. reason for inclusion/exclusion,2-s2.0-85134304558,2023
2023_knowledge-driven_framework_for_industrial_robotic_systems,Knowledge-driven framework for industrial robotic systems,++,Core tech (7) + manufacturing (2) + strong decision or scheduling/simulation/robotics signal,,"robot, robotics",Unclassified,None,,ex. reason for inclusion/exclusion,2-s2.0-85113135885,2023
2023_extracting_key_value_streams_using_process_mining_and_machine_learning,Extracting Key Value Streams Using Process Mining and Machine Learning,++,Core tech (4) + manufacturing (6) + strong decision or scheduling/simulation/robotics signal,data mining,machine learning,Unclassified,None,,ex. reason for inclusion/exclusion,2-s2.0-85193946158,2023
2023_job_shop_scheduling_problem_using_proximal_policy_optimization,Job Shop Scheduling Problem Using Proximal Policy Optimization,++,Core tech (5) + manufacturing (7) + strong decision or scheduling/simulation/robotics signal,"markov decision process, optimization, ppo, reinforcement learning, simulation","deep learning, reinforcement learning",Factory,None,,ex. reason for inclusion/exclusion,2-s2.0-85186102438,2023
2023_deep_learning_enabling_digital_twin_applications_in_production_scheduling:_case_of_flexible_job_shop_manufacturing_environment,Deep Learning Enabling Digital Twin Applications in Production Scheduling: Case of Flexible Job Shop Manufacturing Environment,++,Core tech (6) + manufacturing (12) + strong decision or scheduling/simulation/robotics signal,simulation,"data-driven, deep learning, digital twin",Factory,None,,ex. reason for inclusion/exclusion,2-s2.0-85185377333,2023
2023_versatile_information_provisioning_in_a_configure-to-order_production_environment;_a_case_study,Versatile information provisioning in a configure-to-order production environment; a case study,++,Core tech (4) + manufacturing (2) + strong decision or scheduling/simulation/robotics signal,,"digital twin, iot, robot",Unclassified,None,,ex. reason for inclusion/exclusion,2-s2.0-85184600948,2023
2023_deep_q_network_method_for_dynamic_job_shop_scheduling_problem,Deep Q Network Method for Dynamic Job Shop Scheduling Problem,++,Core tech (7) + manufacturing (8) + strong decision or scheduling/simulation/robotics signal,"deep q network, dqn, optimization, reinforcement learning","deep learning, reinforcement learning",Factory,None,,ex. reason for inclusion/exclusion,2-s2.0-85174437189,2023
"2023_implementation_scheme_and_research_of_iot_electronic_""intelligent_manufacturing""_based_on_mes_system","Implementation Scheme and Research of IoT Electronic ""intelligent Manufacturing"" Based on MES System",++,Core tech (5) + manufacturing (21) + strong decision or scheduling/simulation/robotics signal,,"internet of things, iot",Unclassified,None,,ex. reason for inclusion/exclusion,2-s2.0-85170821795,2023
2023_establishment_of_an_appropriate_data_analytic_platform_for_developing_a_wisdom_manufacturing_system_using_decision_techniques,Establishment of an Appropriate Data Analytic Platform for Developing a Wisdom Manufacturing System Using Decision Techniques,++,Core tech (3) + manufacturing (11) + strong decision or scheduling/simulation/robotics signal,,analytics,Factory,None,,ex. reason for inclusion/exclusion,2-s2.0-85161472069,2023
2023_learning_to_schedule_(l2s):_adaptive_job_shop_scheduling_using_double_deep_q_network,Learning to schedule (L2S): adaptive job shop scheduling using double deep Q network,++,Core tech (3) + manufacturing (4) + strong decision or scheduling/simulation/robotics signal,"deep q network, dqn, optimization, reinforcement learning","neural network, reinforcement learning",Factory,None,,ex. reason for inclusion/exclusion,2-s2.0-85150645782,2023
2023_reinforcement_learning-based_dynamic_production-logistics-integrated_tasks_allocation_in_smart_factories,Reinforcement learning-based dynamic production-logistics-integrated tasks allocation in smart factories,++,Core tech (5) + manufacturing (6) + strong decision or scheduling/simulation/robotics signal,reinforcement learning,"iiot, reinforcement learning",Unclassified,None,,ex. reason for inclusion/exclusion,2-s2.0-85142248035,2023
"2022_the_contribution_of_digital_technology_to_the_forecasting_of_supply_chain_development,_in_it_products,_modeling_and_simulation_of_the_problem","The Contribution of Digital Technology to the Forecasting of Supply Chain Development, in IT Products, Modeling and Simulation of the Problem",++,Core tech (2) + manufacturing (1) + strong decision or scheduling/simulation/robotics signal,"forecasting, simulation",analytics,Unclassified,Managerial/business/policy focus,,ex. reason for inclusion/exclusion,2-s2.0-85144528507,2022
2022_dynamic_job_shop_scheduling_based_on_deep_reinforcement_learning_for_multi-agent_manufacturing_systems,Dynamic job shop scheduling based on deep reinforcement learning for multi-agent manufacturing systems,++,Core tech (7) + manufacturing (12) + strong decision or scheduling/simulation/robotics signal,"multi-layer perceptron, optimization, ppo, reinforcement learning","artificial intelligence, deep learning, edge computing, reinforcement learning",Factory,Managerial/business/policy focus,,ex. reason for inclusion/exclusion,2-s2.0-85133429544,2022
2022_towards_data-driven_additive_manufacturing_processes,Towards data-driven additive manufacturing processes,++,Core tech (3) + manufacturing (6) + strong decision or scheduling/simulation/robotics signal,,"data driven, data-driven",Unclassified,None,,ex. reason for inclusion/exclusion,2-s2.0-85144823077,2022
2022_a_multi-dimensional_cognitive_framework_for_cognitive_manufacturing_based_on_oar_model,A multi-dimensional cognitive framework for cognitive manufacturing based on OAR model,++,Core tech (9) + manufacturing (19) + strong decision or scheduling/simulation/robotics signal,optimization,"artificial intelligence, digital twin, internet of things",Unclassified,None,,ex. reason for inclusion/exclusion,2-s2.0-85140781263,2022
2022_dynamic_scheduling_optimization_of_production_workshops_based_on_digital_twin,Dynamic Scheduling Optimization of Production Workshops Based on Digital Twin,++,Core tech (11) + manufacturing (7) + strong decision or scheduling/simulation/robotics signal,optimization,"digital twin, neural network",Factory,None,,ex. reason for inclusion/exclusion,2-s2.0-85140478997,2022
2022_real-time_scheduling_for_distributed_permutation_flowshops_with_dynamic_job_arrivals_using_deep_reinforcement_learning,Real-time scheduling for distributed permutation flowshops with dynamic job arrivals using deep reinforcement learning,++,Core tech (6) + manufacturing (6) + strong decision or scheduling/simulation/robotics signal,"actor-critic, deep q-network, dqn, reinforcement learning","deep learning, reinforcement learning",Factory,None,,ex. reason for inclusion/exclusion,2-s2.0-85139842319,2022
2022_solving_job_scheduling_problems_in_a_resource_preemption_environment_with_multi-agent_reinforcement_learning,Solving job scheduling problems in a resource preemption environment with multi-agent reinforcement learning,++,Core tech (10) + manufacturing (10) + strong decision or scheduling/simulation/robotics signal,"markov decision process, multi-agent reinforcement learning, reinforcement learning","reinforcement learning, robot",Factory,None,,ex. reason for inclusion/exclusion,2-s2.0-85125543536,2022
2022_digital_twin-enabled_dynamic_scheduling_with_preventive_maintenance_using_a_double-layer_q-learning_algorithm,Digital twin-enabled dynamic scheduling with preventive maintenance using a double-layer Q-learning algorithm,++,Core tech (6) + manufacturing (6) + strong decision or scheduling/simulation/robotics signal,"metaheuristic, q-learning, reinforcement learning","digital twin, reinforcement learning",Factory,None,,ex. reason for inclusion/exclusion,2-s2.0-85127545413,2022
2022_an_approach_for_joint_scheduling_of_production_and_predictive_maintenance_activities,An approach for joint scheduling of production and predictive maintenance activities,++,Core tech (8) + manufacturing (6) + strong decision or scheduling/simulation/robotics signal,,predictive maintenance,Factory,Managerial/business/policy focus,,ex. reason for inclusion/exclusion,2-s2.0-85136503313,2022
2022_improving_delivery_performance_in_high-mix_low-volume_manufacturing_by_model-based_and_data-driven_methods,Improving Delivery Performance in High-Mix Low-Volume Manufacturing by Model-Based and Data-Driven Methods,++,Core tech (2) + manufacturing (11) + strong decision or scheduling/simulation/robotics signal,"model-based, simulation","data-driven, machine learning",Unclassified,Managerial/business/policy focus,,ex. reason for inclusion/exclusion,2-s2.0-85131842973,2022
2022_deep_reinforcement_learning_multi-agent_system_for_resource_allocation_in_industrial_internet_of_things,Deep Reinforcement Learning Multi-Agent System for Resource Allocation in Industrial Internet of Things,++,Core tech (14) + manufacturing (2) + strong decision or scheduling/simulation/robotics signal,reinforcement learning,"deep learning, iiot, internet of things, reinforcement learning, robotics",Factory,None,,ex. reason for inclusion/exclusion,2-s2.0-85130776566,2022
2022_joint_decision-making_of_parallel_machine_scheduling_restricted_in_job-machine_release_time_and_preventive_maintenance_with_remaining_useful_life_constraints,Joint decision-making of parallel machine scheduling restricted in job-machine release time and preventive maintenance with remaining useful life constraints,++,Core tech (2) + manufacturing (2) + strong decision or scheduling/simulation/robotics signal,"gru, optimization, recurrent neural network","neural network, predictive maintenance",Factory,None,,ex. reason for inclusion/exclusion,2-s2.0-85125450295,2022
2022_dynamic_scheduling_method_for_job-shop_manufacturing_systems_by_deep_reinforcement_learning_with_proximal_policy_optimization,Dynamic Scheduling Method for Job-Shop Manufacturing Systems by Deep Reinforcement Learning with Proximal Policy Optimization,++,Core tech (4) + manufacturing (7) + strong decision or scheduling/simulation/robotics signal,"optimization, ppo, reinforcement learning","neural network, reinforcement learning",Factory,Managerial/business/policy focus,,ex. reason for inclusion/exclusion,2-s2.0-85129116715,2022
2022_framework_development_and_evaluation_of_industry_4.0_technological_aspects_towards_improving_the_circular_economy-based_supply_chain,Framework development and evaluation of Industry 4.0 technological aspects towards improving the circular economy-based supply chain,+,Industry 4.0 digitalization (11) + tech (1),,data driven,Unclassified,Managerial/business/policy focus,,ex. reason for inclusion/exclusion,2-s2.0-85125774313,2022
2022_the_multiple_uses_of_monte-carlo_tree_search,The Multiple Uses of Monte-Carlo Tree Search,++,Core tech (4) + manufacturing (3) + strong decision or scheduling/simulation/robotics signal,,"artificial intelligence, human-robot collaboration",Unclassified,Managerial/business/policy focus,,ex. reason for inclusion/exclusion,2-s2.0-85132833302,2022
2022_real-time_data-driven_dynamic_scheduling_for_flexible_job_shop_with_insufficient_transportation_resources_using_hybrid_deep_q_network,Real-time data-driven dynamic scheduling for flexible job shop with insufficient transportation resources using hybrid deep Q network,++,Core tech (4) + manufacturing (9) + strong decision or scheduling/simulation/robotics signal,"deep q network, markov decision process, optimization, reinforcement learning","data-driven, deep learning, reinforcement learning",Factory,None,,ex. reason for inclusion/exclusion,2-s2.0-85118113364,2022
2022_reinforcement_learning_for_online_optimization_of_job-shop_scheduling_in_a_smart_manufacturing_factory,Reinforcement learning for online optimization of job-shop scheduling in a smart manufacturing factory,++,Core tech (4) + manufacturing (10) + strong decision or scheduling/simulation/robotics signal,"optimization, reinforcement learning","artificial intelligence, reinforcement learning",Factory,None,,ex. reason for inclusion/exclusion,2-s2.0-85127046224,2022
2022_job_shop_rescheduling_with_rework_and_reconditioning_in_industry_4.0:_an_event-driven_approach,Job shop rescheduling with rework and reconditioning in Industry 4.0: an event-driven approach,+,Industry 4.0 digitalization (3) + tech (1),optimization,robotics,Factory,None,,ex. reason for inclusion/exclusion,2-s2.0-85122541755,2022
2022_improved_q-learning_algorithm_for_solving_permutation_flow_shop_scheduling_problems,Improved Q-learning algorithm for solving permutation flow shop scheduling problems,++,Core tech (2) + manufacturing (6) + strong decision or scheduling/simulation/robotics signal,"model based, optimization, q-learning, reinforcement learning, simulation","artificial intelligence, reinforcement learning",Factory,None,,ex. reason for inclusion/exclusion,2-s2.0-85115255733,2022
"2022_predictive_maintenance_integrated_production_scheduling_by_applying_deep_generative_prognostics_models:_approach,_formulation_and_solution","Predictive maintenance integrated production scheduling by applying deep generative prognostics models: approach, formulation and solution",++,Core tech (5) + manufacturing (5) + strong decision or scheduling/simulation/robotics signal,genetic algorithm,predictive maintenance,Factory,Managerial/business/policy focus,,ex. reason for inclusion/exclusion,2-s2.0-85111478379,2022
2022_a_conceptual_framework_of_cyber-physical_remanufacturing_system,A Conceptual Framework of Cyber-Physical Remanufacturing System,++,Core tech (6) + manufacturing (3) + strong decision or scheduling/simulation/robotics signal,optimization,"cps, cyber physical system, cyber-physical system, digital twin",Unclassified,None,,ex. reason for inclusion/exclusion,2-s2.0-85160536675,2022
2022_demonstration_of_the_feasibility_of_real_time_application_of_machine_learning_to_production_scheduling,Demonstration of the Feasibility of Real Time Application of Machine Learning to Production Scheduling,++,Core tech (3) + manufacturing (7) + strong decision or scheduling/simulation/robotics signal,"gp, optimization, simulation",machine learning,Factory,None,,ex. reason for inclusion/exclusion,2-s2.0-85147456582,2022
2022_applied_reinforcement_learning_for_decision_making_in_industrial_simulation_environments,Applied Reinforcement Learning for Decision Making in Industrial Simulation Environments,++,Core tech (6) + manufacturing (1) + strong decision or scheduling/simulation/robotics signal,"reinforcement learning, simulation","artificial intelligence, machine learning, reinforcement learning",Factory,None,,ex. reason for inclusion/exclusion,2-s2.0-85147411209,2022
2022_using_a_systems_approach_to_model_a_process_digital_twin,Using a systems approach to model a process digital twin,++,Core tech (6) + manufacturing (5) + strong decision or scheduling/simulation/robotics signal,optimization,digital twin,Unclassified,Managerial/business/policy focus,,ex. reason for inclusion/exclusion,2-s2.0-85144583062,2022
2022_predicting_makespan_in_flexible_job_shop_scheduling_problem_using_machine_learning,Predicting makespan in Flexible Job Shop Scheduling Problem using Machine Learning,++,Core tech (6) + manufacturing (4) + strong decision or scheduling/simulation/robotics signal,"decision tree, forecasting","artificial intelligence, machine learning",Factory,None,,ex. reason for inclusion/exclusion,2-s2.0-85144570983,2022
2022_a_bilevel_production_planning_using_machine_learning-based_customer_modeling,A bilevel production planning using machine learning-based customer modeling,++,Core tech (4) + manufacturing (11) + strong decision or scheduling/simulation/robotics signal,,machine learning,Unclassified,Managerial/business/policy focus,,ex. reason for inclusion/exclusion,2-s2.0-85142860660,2022
2022_research_on_production_process_control_method_of_discrete_manufacturing_digital_workshop,Research on Production Process Control Method of Discrete Manufacturing Digital Workshop,++,Core tech (7) + manufacturing (10) + strong decision or scheduling/simulation/robotics signal,,"artificial intelligence, data driven, data-driven, internet of things",Unclassified,Managerial/business/policy focus,,ex. reason for inclusion/exclusion,2-s2.0-85142496296,2022
2022_toward_a_collaborative_sensor_network_integration_for_smes’_zero-defect_manufacturing,Toward a Collaborative Sensor Network Integration for SMEs’ Zero-Defect Manufacturing,++,Core tech (6) + manufacturing (8) + strong decision or scheduling/simulation/robotics signal,,"artificial intelligence, cpps, cyber-physical production systems, iiot, internet of things",Unclassified,None,,ex. reason for inclusion/exclusion,2-s2.0-85139032024,2022
2022_a_dynamic_programming-based_heuristic_algorithm_for_a_flexible_job_shop_scheduling_problem_of_a_matrix_system_in_automotive_industry,A dynamic programming-based heuristic algorithm for a flexible job shop scheduling problem of a matrix system in automotive industry,++,Core tech (4) + manufacturing (8) + strong decision or scheduling/simulation/robotics signal,"markov decision process, mdp, simulation","amr, autonomous mobile robot",Factory,None,,ex. reason for inclusion/exclusion,2-s2.0-85138720583,2022
2022_deep_reinforcement_learning-based_job_shop_scheduling_of_smart_manufacturing,Deep Reinforcement Learning-Based Job Shop Scheduling of Smart Manufacturing,++,Core tech (6) + manufacturing (10) + strong decision or scheduling/simulation/robotics signal,"actor critic, actor-critic, markov decision process, mdp, reinforcement learning","deep learning, reinforcement learning",Factory,None,,ex. reason for inclusion/exclusion,2-s2.0-85135061069,2022
2022_scalability_investigation_of_double_deep_q_learning_for_factory_layout_planning,Scalability investigation of Double Deep Q Learning for factory layout planning,++,Core tech (5) + manufacturing (7) + strong decision or scheduling/simulation/robotics signal,"optimization, q learning, q-learning, reinforcement learning","deep learning, machine learning, reinforcement learning",Unclassified,None,,ex. reason for inclusion/exclusion,2-s2.0-85132306952,2022
2022_toward_smart_manufacturing_scheduling_from_an_ontological_approach_of_job-shop_uncertainty_sources,Toward smart manufacturing scheduling from an ontological approach of job-shop uncertainty sources,+,Industry 4.0 digitalization (3) + tech (1),,digital twin,Factory,Managerial/business/policy focus,,ex. reason for inclusion/exclusion,2-s2.0-85132207821,2022
2022_the_complexity_of_data-driven_in_engineer-to-order_enterprise_supply-chains,The Complexity of Data-Driven in Engineer-To-Order Enterprise Supply-Chains,++,Core tech (7) + manufacturing (4) + strong decision or scheduling/simulation/robotics signal,,data-driven,Unclassified,Managerial/business/policy focus,,ex. reason for inclusion/exclusion,2-s2.0-85128891079,2022
2022_digital_twin-driven_performance_optimization_for_hazardous_waste_landfill_systems,Digital Twin-Driven Performance Optimization for Hazardous Waste Landfill Systems,++,Core tech (4) + manufacturing (3) + strong decision or scheduling/simulation/robotics signal,optimization,digital twin,Unclassified,Managerial/business/policy focus,,ex. reason for inclusion/exclusion,2-s2.0-85127698911,2022
2022_production_task_allocation_decision_based_on_cloud_robot_cell-line,Production Task Allocation Decision Based on Cloud Robot Cell-Line,++,Core tech (8) + manufacturing (11) + strong decision or scheduling/simulation/robotics signal,optimization,"internet of things, robot, robotics",Factory,None,,ex. reason for inclusion/exclusion,2-s2.0-85127509127,2022
2022_predictive_maintenance_decision_making_based_on_reinforcement_learning_in_multistage_production_systems,Predictive Maintenance Decision Making Based on Reinforcement Learning in Multistage Production Systems,++,Core tech (11) + manufacturing (10) + strong decision or scheduling/simulation/robotics signal,"gp, reinforcement learning, simulation","predictive maintenance, reinforcement learning",Unclassified,None,,ex. reason for inclusion/exclusion,2-s2.0-85124743585,2022
2022_simultaneous_part_input_sequencing_and_robot_scheduling_for_mass_customisation,Simultaneous part input sequencing and robot scheduling for mass customisation,++,Core tech (2) + manufacturing (5) + strong decision or scheduling/simulation/robotics signal,simulation,robot,Unclassified,None,,ex. reason for inclusion/exclusion,2-s2.0-85102931430,2022
2021_towards_a_mass_customization_in_the_fashion_industry:_an_evolutionary_decision_aid_model_for_apparel_product_platform_design_and_optimization,Towards a mass customization in the fashion industry: An evolutionary decision aid model for apparel product platform design and optimization,+,Industry 4.0 digitalization (2) + tech (1),"genetic algorithm, optimization",artificial intelligence,Unclassified,Managerial/business/policy focus,,ex. reason for inclusion/exclusion,2-s2.0-85117416860,2021
2021_multi-agent_reinforcement_learning_for_online_scheduling_in_smart_factories,Multi-agent reinforcement learning for online scheduling in smart factories,++,Core tech (16) + manufacturing (13) + strong decision or scheduling/simulation/robotics signal,"multi-agent reinforcement learning, reinforcement learning","artificial intelligence, cps, cyber physical system, cyber-physical system, internet of things, iot, reinforcement learning",Unclassified,None,,ex. reason for inclusion/exclusion,2-s2.0-85107792029,2021
2021_responding_to_market_turbulence_by_big_data_analytics_and_mass_customization_capability,Responding to market turbulence by big data analytics and mass customization capability,++,Core tech (7) + manufacturing (1) + strong decision or scheduling/simulation/robotics signal,,"analytics, data driven, data-driven",Unclassified,None,,ex. reason for inclusion/exclusion,2-s2.0-85113744588,2021
2021_real-time_integrated_production-scheduling_and_maintenance-planning_in_a_flexible_job_shop_with_machine_deterioration_and_condition-based_maintenance,Real-time integrated production-scheduling and maintenance-planning in a flexible job shop with machine deterioration and condition-based maintenance,+,Industry 4.0 digitalization (3) + tech (1),"genetic algorithm, optimization",data-driven,Factory,None,,ex. reason for inclusion/exclusion,2-s2.0-85116809271,2021
2021_data-driven_dispatching_rules_mining_and_real-time_decision-making_methodology_in_intelligent_manufacturing_shop_floor_with_uncertainty,Data-driven dispatching rules mining and real-time decision-making methodology in intelligent manufacturing shop floor with uncertainty,++,Core tech (4) + manufacturing (9) + strong decision or scheduling/simulation/robotics signal,metaheuristic,"data-driven, machine learning",Factory,None,,ex. reason for inclusion/exclusion,2-s2.0-85110421328,2021
2021_smart_digital_twin_for_zdm-based_job-shop_scheduling,Smart digital twin for ZDM-based job-shop scheduling,++,Core tech (9) + manufacturing (10) + strong decision or scheduling/simulation/robotics signal,"optimization, reinforcement learning, simulation","artificial intelligence, deep learning, digital twin, internet of things, reinforcement learning",Factory,None,,ex. reason for inclusion/exclusion,2-s2.0-85112041197,2021
2021_monte_carlo_tree_search_for_online_decision_making_in_smart_industrial_production,Monte Carlo Tree Search for online decision making in smart industrial production,++,Core tech (4) + manufacturing (1) + strong decision or scheduling/simulation/robotics signal,simulation,"hrc, human-robot collaboration",Unclassified,None,,ex. reason for inclusion/exclusion,2-s2.0-85102784041,2021
2021_evolutionary_game_based_real-time_scheduling_for_energy-efficient_distributed_and_flexible_job_shop,Evolutionary game based real-time scheduling for energy-efficient distributed and flexible job shop,++,Core tech (6) + manufacturing (12) + strong decision or scheduling/simulation/robotics signal,,"edge computing, iiot, internet of things",Factory,None,,ex. reason for inclusion/exclusion,2-s2.0-85100428095,2021
"2021_artificial-intelligence-driven_customized_manufacturing_factory:_key_technologies,_applications,_and_challenges","Artificial-Intelligence-Driven Customized Manufacturing Factory: Key Technologies, Applications, and Challenges",++,Core tech (5) + manufacturing (16) + strong decision or scheduling/simulation/robotics signal,optimization,"artificial intelligence, edge computing, internet of things, machine learning",Unclassified,None,,ex. reason for inclusion/exclusion,2-s2.0-85097199226,2021
2021_deep_reinforcement_learning_based_actor-critic_framework_for_decision-making_actions_in_production_scheduling,Deep Reinforcement Learning based Actor-Critic Framework for Decision-Making Actions in Production Scheduling,++,Core tech (5) + manufacturing (6) + strong decision or scheduling/simulation/robotics signal,"actor critic, actor-critic, reinforcement learning","deep learning, reinforcement learning",Factory,None,,ex. reason for inclusion/exclusion,2-s2.0-85127032054,2021
2021_autonomous_decision-making_method_of_transportation_process_for_flexible_job_shop_scheduling_problem_based_on_reinforcement_learning,Autonomous decision-making method of transportation process for flexible job shop scheduling problem based on reinforcement learning,++,Core tech (5) + manufacturing (5) + strong decision or scheduling/simulation/robotics signal,"deep q-network, dqn, reinforcement learning","agv, deep learning, reinforcement learning",Factory,None,,ex. reason for inclusion/exclusion,2-s2.0-85123276403,2021
2021_a_prescriptive_maintenance_system_for_intelligent_production_planning_and_control_in_a_smart_cyber-physical_production_line,A prescriptive maintenance system for intelligent production planning and control in a smart cyber-physical production line,++,Core tech (5) + manufacturing (13) + strong decision or scheduling/simulation/robotics signal,"optimization, simulation","artificial intelligence, cyber physical system, cyber-physical production systems, digital twin",Factory,None,,ex. reason for inclusion/exclusion,2-s2.0-85120960220,2021
2021_digital_twin_as_a_tool_to_select_ct_scan_parameters,Digital Twin as a Tool to Select CT Scan Parameters,++,Core tech (3) + manufacturing (4) + strong decision or scheduling/simulation/robotics signal,,digital twin,Unclassified,None,,ex. reason for inclusion/exclusion,2-s2.0-85111365382,2021
2021_reinforcement_learning_with_composite_rewards_for_production_scheduling_in_a_smart_factory,Reinforcement Learning with Composite Rewards for Production Scheduling in a Smart Factory,++,Core tech (7) + manufacturing (21) + strong decision or scheduling/simulation/robotics signal,"reinforcement learning, simulation","artificial intelligence, data-driven, neural network, reinforcement learning",Unclassified,None,,ex. reason for inclusion/exclusion,2-s2.0-85098775499,2021
2021_modeling_and_implementation_of_a_digital_twin_of_material_flows_based_on_physics_simulation,Modeling and implementation of a digital twin of material flows based on physics simulation,++,Core tech (9) + manufacturing (5) + strong decision or scheduling/simulation/robotics signal,simulation,"cyber physical system, cyber-physical production systems, digital twin",Unclassified,None,,ex. reason for inclusion/exclusion,2-s2.0-85085323138,2021
2020_simulation_optimization_framework_for_online_deployment_and_adjustment_of_reconfigurable_machines_in_job_shops,Simulation optimization framework for online deployment and adjustment of reconfigurable machines in job shops,++,Core tech (3) + manufacturing (4) + strong decision or scheduling/simulation/robotics signal,"optimization, simulation",digital twin,Factory,None,,ex. reason for inclusion/exclusion,2-s2.0-85099757496,2020
